Date/Time,Electricity:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly) 
 01/13  15:00:00,315681372.6,188298392.4,33211991.29,0,0,18361769.83
 01/13  16:00:00,359710043.4,198314003.6,60636995.93,0,0,22537681.14
 01/13  17:00:00,406716076.3,213337939,72638929.72,0,0,23342925.91
 01/13  18:00:00,391961010.9,221721218.2,137830781.6,0,0,13353288.18
 01/13  19:00:00,305908289.4,230357113.1,152282827.5,0,0,13160800.01
 01/13  20:00:00,286465874.2,220881966.2,142129361.9,0,0,8776455.603
 01/13  21:00:00,281516563,214069176.7,150838083.7,0,0,12943853.8
 01/13  22:00:00,280535585.9,210702882,154501549.6,0,0,4597200
 01/13  23:00:00,99285849.1,0,0,0,0,4597200
 01/13  24:00:00,92454692.48,0,0,0,0,4597200
 01/14  01:00:00,61036195.09,0,0,0,0,4597200
 01/14  02:00:00,61036294.12,0,0,0,0,4597200
 01/14  03:00:00,61036294.12,0,0,0,0,4597200
 01/14  04:00:00,61036294.12,0,0,0,0,4597200
 01/14  05:00:00,61036294.12,0,0,0,0,4597200
 01/14  06:00:00,89430535.03,67160941.79,25071194.91,0,0,4597200
 01/14  07:00:00,309005021.8,216297368.2,196632064.6,0,0,4597200
 01/14  08:00:00,360805422.9,192008173.1,252418689.1,0,0,4597200
 01/14  09:00:00,322220629.6,189191193,189237208.7,0,0,4597200
 01/14  10:00:00,304171569.3,185328484.1,163666627.8,0,0,4597200
 01/14  11:00:00,285347518.5,181046668.8,148500899.8,0,0,8574496.071
 01/14  12:00:00,280290914.7,176088559.1,135320157.8,0,0,12238876.53
 01/14  13:00:00,238822013.3,171618997.2,135815624.3,0,0,9984794.164
 01/14  14:00:00,195407720.2,164407269.9,101687909.5,0,0,13043023.14
 01/14  15:00:00,176745693.3,154419479.1,88731506.87,0,0,8748034.591
 01/14  16:00:00,180091514.1,162022499.3,96177822.06,0,0,8719213.372
 01/14  17:00:00,239184099.9,184325529.9,136662369.6,0,0,8730480.289
 01/14  18:00:00,98445430.81,214407159.6,0,0,0,4597200
 01/14  19:00:00,78390468.94,0,0,0,0,4597200
 01/14  20:00:00,71353669.09,0,0,0,0,4597200
 01/14  21:00:00,71353768.12,0,0,0,0,4597200
 01/14  22:00:00,71353768.12,0,0,0,0,4597200
 01/14  23:00:00,71353768.12,0,0,0,0,4597200
 01/14  24:00:00,71353768.12,0,0,0,0,4597200
 01/15  01:00:00,71093573.54,101105216.2,6734233.412,0,0,4597200
 01/15  02:00:00,73242894.45,101335762.5,8883554.323,0,0,4597200
 01/15  03:00:00,71545418.44,67960426.15,8293760.32,0,0,4597200
 01/15  04:00:00,76119310.42,101511337.6,11759970.3,0,0,4597200
 01/15  05:00:00,75866445.75,98104975.1,11507105.62,0,0,4597200
 01/15  06:00:00,74400889.19,64225050.35,11149231.07,0,0,4597200
 01/15  07:00:00,101741999.5,91817706.29,20028359.56,0,0,4597200
 01/15  08:00:00,73876863.4,84749283.61,14530973.72,0,0,4597200
 01/15  09:00:00,56404413.47,51825518.73,6271411.003,0,0,4597200
 01/15  10:00:00,59130653.41,69575375.7,8019592.627,0,0,4597200
 01/15  11:00:00,55914046.19,59613188.65,4814995.252,0,0,4597200
